Id,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,hydroxyl..alkyl.,aldehyde,ketone,carboxylic.acid,ester,ether..alicyclic.,nitrate,nitro,aromatic.hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,parentspecies_apin,parentspecies_apin_decane,parentspecies_apin_decane_toluene,parentspecies_apin_toluene,parentspecies_decane,parentspecies_decane_toluene,parentspecies_toluene,log10_pSat_Pa
60556,-0.2285102201309644,0.3371930238764857,0.096009495637855,9,1,2,481,40,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-3.9209515742748553
60557,-0.2682087020858604,0.7188151454521616,0.7847964348769789,8,1,2,664,40,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-5.278198489409332
60559,-0.9297966277886632,0.5280040846643237,1.4735833741161026,6,0,2,622,40,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-5.453916083890595
60577,-1.130784405795648,-0.0444290976991903,0.096009495637855,7,0,3,361,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-2.927971766806575
60578,-0.2285102201309644,0.3371930238764857,0.096009495637855,9,1,2,336,40,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,-3.1031331531354627
60581,-1.210911160691884,-0.0444290976991903,0.7847964348769789,6,0,2,393,40,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-3.954692436984765
60586,-1.4118989386988687,-0.6168622800627043,-0.5927774436012687,7,0,3,723,40,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,-5.687424153835827
60587,-2.8564402941834235,-2.3341618271532463,-2.65913826131864,5,0,2,71,40,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.8355436278879699
60590,-1.97412800450531,-1.7617286447897322,-1.9703513220795164,7,0,3,170,34,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-4.1490263389667925
60591,-0.7510408039825096,-1.1892954624262182,-1.9703513220795164,10,1,2,89,40,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.0227522356408767
60593,-0.8107011819239758,-0.6168622800627043,-0.5927774436012687,9,0,4,637,14,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-7.146807721407202
60601,-0.5500530259755254,-0.6168622800627043,-0.5927774436012687,9,1,3,231,23,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.729257838323657
60607,-1.1916790556917587,-0.9984844016383804,-0.5927774436012687,7,1,2,93,28,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.6576406399810346
60610,0.0518745217858124,0.1463819630886477,0.096009495637855,10,1,4,492,40,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-8.932557573670582
60613,0.954148707450496,0.5280040846643237,0.096009495637855,12,2,3,316,18,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.585645666953728
60615,1.2749617223086125,0.7188151454521616,0.096009495637855,13,2,3,371,40,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-5.807841776237682
60618,0.0518745217858124,0.1463819630886477,0.096009495637855,10,1,4,471,40,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-8.782139264834159
60620,0.954148707450496,0.5280040846643237,0.096009495637855,12,2,3,404,40,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-6.657637159209464
60621,1.2749617223086125,0.7188151454521616,0.096009495637855,13,2,3,447,40,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.164009443526485
60622,-0.3093667660136451,-0.4260512192748663,0.096009495637855,9,1,3,193,40,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.925491085093661
60624,-0.6301797808717619,-0.6168622800627043,0.096009495637855,8,1,2,61,11,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-4.542578651101561
60631,0.9137204345091546,0.1463819630886477,0.096009495637855,12,2,3,220,32,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-6.091754466180953
60636,-1.1115523007955224,-0.9984844016383804,-1.2815643828403924,8,1,3,172,4,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.294855412729312
60638,-1.6930134716020893,-1.1892954624262182,-1.2815643828403924,7,0,4,274,4,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.750438572530336
60642,-1.1315141967820923,-0.8076733408505423,-0.5927774436012687,8,0,4,157,6,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-4.80442112196184
60644,-1.1519805737368627,-1.3801065232140564,-1.2815643828403924,8,1,2,71,33,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.5015522845858165
60646,-0.5103545440206294,-0.9984844016383804,-1.2815643828403924,10,1,3,103,18,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.190983476188498
60652,-0.6301797808717619,-0.6168622800627043,0.096009495637855,8,1,2,88,31,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.971767303616427
60657,-1.7334417445434296,-1.5709175840018943,-1.2815643828403924,7,0,3,111,26,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-4.260881314043968
60664,-0.2292400111174087,-0.4260512192748663,-0.5927774436012687,10,1,3,376,40,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.968695944611405
60668,-0.5700149219620955,-0.4260512192748663,0.096009495637855,9,0,4,177,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-10.326360656394504
60678,-0.2292400111174087,-0.4260512192748663,-0.5927774436012687,10,1,3,221,40,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-4.181361270134458
60680,0.0518745217858124,0.1463819630886477,0.096009495637855,10,1,4,515,40,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.722465577874683
60695,0.3726875366439285,0.3371930238764857,0.096009495637855,11,1,4,566,40,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-8.513568345080536
60696,0.6935005515020446,0.5280040846643237,0.096009495637855,12,1,4,464,10,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.51003489095887
60698,-0.8503996638788718,-0.2352401584870283,0.096009495637855,8,0,4,435,37,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-8.704796401573963
60701,0.6935005515020446,0.5280040846643237,0.096009495637855,12,1,4,878,40,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-7.038285390745169
60706,-1.532453966536445,-0.9984844016383804,0.096009495637855,6,0,3,138,30,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.3546896309186005
60711,-1.452327211640209,-0.9984844016383804,-0.5927774436012687,7,0,3,109,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-7.323180284996346
60713,-1.2520692246196692,-1.1892954624262182,0.096009495637855,7,0,2,45,9,1,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-4.232121014577226
60715,-1.1719424697234329,-1.1892954624262182,-0.5927774436012687,8,0,3,134,12,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-5.805100064843168
60716,-0.8511294548653161,-0.9984844016383804,-0.5927774436012687,9,0,3,96,9,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.786291622925055
60723,-1.452327211640209,-0.9984844016383804,-0.5927774436012687,7,0,3,151,31,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.673655223834524
60740,0.3726875366439285,0.3371930238764857,0.096009495637855,11,1,5,603,10,0,0,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-7.371588452482024
60744,0.3726875366439285,0.3371930238764857,0.096009495637855,11,1,4,433,1,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-11.027867274818018
60754,-0.1895415291625127,-0.8076733408505423,-1.2815643828403924,11,1,3,79,21,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-4.361393458439982
60757,-0.5500530259755254,-0.6168622800627043,-0.5927774436012687,9,1,2,94,12,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.248752806282985
60760,-1.412628729685313,-1.3801065232140564,-1.2815643828403924,8,0,3,124,20,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.362174024601304
60764,-0.4898881670658591,-0.4260512192748663,-0.5927774436012687,10,0,4,522,19,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,-5.939355921077734
60768,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,3,277,40,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,-5.622249392862754
60770,0.011446248844472,-0.2352401584870283,0.096009495637855,10,1,3,110,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,-6.312601689221641
60775,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,263,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,-6.299419824330133
60779,0.3726875366439285,0.3371930238764857,0.096009495637855,11,1,3,230,12,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-10.30448013529342
60782,0.0915730037407079,-0.2352401584870283,-0.5927774436012687,11,1,4,155,4,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.285294672570111
60789,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,89,2,0,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.746522609000032
60794,-0.5303164400071995,-0.8076733408505423,-0.5927774436012687,10,0,3,30,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-3.769191348247456
60795,1.916587752024845,1.1004372670278375,0.096009495637855,15,2,4,365,10,0,0,2,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,-9.044211063646571
60815,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,456,34,0,0,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-3.2894031811722586
60817,1.3146602042635076,0.3371930238764857,-0.5927774436012687,14,2,2,259,40,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,-1.9167542667830528
60823,1.2345334493672715,0.3371930238764857,0.096009495637855,13,2,1,186,40,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.7373632736330973
60838,1.5553464642253878,0.5280040846643237,0.096009495637855,14,2,3,285,14,0,0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-5.732020667123947
60850,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,305,40,0,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-5.808219111318602
60854,0.9334570204774812,-0.0444290976991903,0.096009495637855,13,1,2,93,2,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-2.523286581440141
60856,-2.976995322021,-2.715783948728922,-1.9703513220795164,4,0,1,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.90156729002845
60862,-0.3093667660136451,-0.4260512192748663,0.096009495637855,9,1,3,237,21,1,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.44850337521002
60865,-0.3093667660136451,-0.4260512192748663,0.096009495637855,9,1,3,233,9,1,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-8.29236886515698
60874,-0.5500530259755254,-0.6168622800627043,-0.5927774436012687,9,1,2,188,40,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-3.943825869222563
60887,-1.1916790556917587,-0.9984844016383804,-0.5927774436012687,7,1,1,64,40,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2167040156684574
60902,-0.5700149219620955,-0.4260512192748663,0.096009495637855,9,0,3,272,5,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-6.5135271791435
60906,-0.2689384930723048,-0.0444290976991903,0.096009495637855,9,1,2,230,40,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-5.029559177529054
60924,0.0518745217858124,0.1463819630886477,0.096009495637855,10,1,4,245,13,0,0,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.819425094610595
60925,-0.8503996638788718,-0.2352401584870283,0.096009495637855,8,0,4,251,5,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-9.58265567090965
60931,0.954148707450496,0.5280040846643237,0.096009495637855,12,2,2,282,40,0,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-5.083417402475151
60936,-0.5700149219620955,-0.4260512192748663,0.096009495637855,9,0,3,417,40,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-3.1712806021090025
60942,-1.432365315653639,-1.1892954624262182,-1.2815643828403924,7,1,2,71,14,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9344467731881508
60944,-0.469926271079289,-0.6168622800627043,-1.2815643828403924,10,1,3,213,28,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.17469303743288
60947,-1.3722004567439727,-0.9984844016383804,-1.2815643828403924,8,0,4,260,8,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-5.813571740791269
60953,-2.034292863414976,-1.9525397055775704,-1.9703513220795164,6,1,2,20,3,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8594985581877761
60961,-0.831167558878746,-1.1892954624262182,-1.2815643828403924,9,1,3,65,8,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.656740933624325
60962,-0.1895415291625127,-0.8076733408505423,-1.2815643828403924,11,1,3,91,15,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.0453759929404285
60964,-0.2292400111174087,-0.4260512192748663,-0.5927774436012687,10,1,3,177,11,0,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-4.551704041089511
60969,-0.8511294548653161,-0.9984844016383804,-0.5927774436012687,9,0,3,212,20,0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-4.255788334589528
60970,0.0915730037407079,-0.2352401584870283,-0.5927774436012687,11,1,3,265,40,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-5.288441442419194
60973,-1.412628729685313,-1.3801065232140564,-1.2815643828403924,8,0,3,51,12,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-2.032753768563141
60980,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,3,210,40,0,0,2,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.869189775945108
60986,1.2345334493672715,0.3371930238764857,0.096009495637855,13,2,2,175,40,0,0,2,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.7472100336427863
60988,-0.2292400111174087,-0.4260512192748663,-0.5927774436012687,10,1,3,136,30,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-4.756064145993714
60989,0.6730341745472743,-0.0444290976991903,-0.5927774436012687,12,2,2,122,40,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.2242989893771266
60994,0.0915730037407079,-0.2352401584870283,-0.5927774436012687,11,1,3,104,5,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.768044768372073
60995,0.9938471894053916,0.1463819630886477,-0.5927774436012687,13,2,2,159,40,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.819856475168523
61001,-1.2116409516783289,-0.8076733408505423,0.096009495637855,7,0,3,121,40,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-4.418358093525791
61003,0.011446248844472,-0.2352401584870283,0.096009495637855,10,1,2,62,40,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.3292878045790317
61008,1.3146602042635076,0.3371930238764857,-0.5927774436012687,14,2,2,159,40,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,-2.289282693639425
61010,-0.2292400111174087,-0.4260512192748663,-0.5927774436012687,10,1,3,107,6,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.147037725500391
61011,0.6730341745472743,-0.0444290976991903,-0.5927774436012687,12,2,2,124,39,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-3.020946796056073
61027,-0.8107011819239758,-0.6168622800627043,-0.5927774436012687,9,0,4,161,7,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-7.807621121020697
61029,-0.2087736341626384,0.1463819630886477,0.096009495637855,10,0,5,272,4,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-7.512838775858489
61039,-0.5295866490207551,-0.0444290976991903,0.096009495637855,9,0,4,379,6,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-7.654297449704858
61049,0.0518745217858124,0.1463819630886477,0.096009495637855,10,1,3,274,6,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-5.78034440775386
61051,-0.5295866490207551,-0.0444290976991903,0.096009495637855,9,0,4,390,5,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-8.65048680688049
61052,-1.2116409516783289,-0.8076733408505423,0.096009495637855,7,0,3,20,6,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-4.697590587149287
61053,-0.8908279368202121,-0.6168622800627043,0.096009495637855,8,0,4,53,6,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-4.484821869081012
61054,-1.532453966536445,-0.9984844016383804,0.096009495637855,6,0,3,16,3,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.793833097716513
61060,-1.392666833698743,-1.5709175840018943,-1.9703513220795164,8,1,2,31,15,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.824404139363109
61074,0.6935005515020446,0.5280040846643237,0.096009495637855,12,1,4,489,24,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-8.631429047374626
61077,1.9562862339797409,0.7188151454521616,-0.5927774436012687,16,2,3,297,40,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,-3.137320421273776
61083,-0.2492019071039788,-0.2352401584870283,0.096009495637855,10,0,4,286,23,0,0,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-4.345821312654821
61087,-0.2087736341626384,0.1463819630886477,0.096009495637855,10,0,4,469,15,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,-7.482326081592259
61089,-0.5700149219620955,-0.4260512192748663,0.096009495637855,9,0,3,291,12,0,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-4.0762627506609554
61096,-1.3722004567439727,-0.9984844016383804,-1.2815643828403924,8,0,4,179,6,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-2.2944147879689414
61104,-1.051387441885856,-0.8076733408505423,-1.2815643828403924,9,0,4,298,25,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,-3.969308361421703
61105,-0.4898881670658591,-0.4260512192748663,-0.5927774436012687,10,0,4,378,8,0,0,2,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,-5.632406705929999
61109,-0.1491132562211723,-0.4260512192748663,-1.2815643828403924,11,1,3,158,17,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-1.4896232672687242
61110,-0.4898881670658591,-0.4260512192748663,-0.5927774436012687,10,0,4,289,13,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-3.3040213749054628
61115,0.3726875366439285,0.3371930238764857,0.096009495637855,11,1,4,115,6,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-6.347144055147549
61121,0.954148707450496,0.5280040846643237,0.096009495637855,12,2,4,59,8,0,0,4,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-6.472633281412894
61124,-0.6301797808717619,-0.6168622800627043,0.096009495637855,8,1,1,62,40,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.853770255158589
61125,-0.3093667660136451,-0.4260512192748663,0.096009495637855,9,1,2,106,40,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-5.378584615591779
61135,-0.1695796331759426,-0.9984844016383804,-1.9703513220795164,11,2,2,73,32,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.9116099711448252
61136,0.3726875366439285,0.3371930238764857,0.096009495637855,11,1,5,654,1,0,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9.268617864712416
61145,-1.0718538188406264,-1.3801065232140564,-1.9703513220795164,9,1,3,112,21,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-3.264149422948029
61152,-0.469926271079289,-0.6168622800627043,-1.2815643828403924,10,1,3,381,40,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-4.137560328557065
61153,-1.1115523007955224,-0.9984844016383804,-1.2815643828403924,8,1,2,144,40,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.911225853903366
61166,-1.1115523007955224,-0.9984844016383804,-1.2815643828403924,8,1,2,135,40,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.133297761679971
61167,-1.1916790556917587,-0.9984844016383804,-0.5927774436012687,7,1,2,59,39,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8802287051789277
61169,-1.392666833698743,-1.5709175840018943,-1.9703513220795164,8,1,2,28,13,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.8666038862199883
61174,0.5929074196510384,-0.0444290976991903,0.096009495637855,11,2,2,111,27,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-4.897490059344541
61181,-0.9312562097615524,-0.9984844016383804,0.096009495637855,8,0,2,26,8,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-2.1398711562824624
61189,-1.0718538188406264,-1.3801065232140564,-1.9703513220795164,9,1,3,77,11,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.346916599932499
61194,-1.97412800450531,-1.7617286447897322,-1.9703513220795164,7,0,4,94,6,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.140410897010925
61200,-1.0718538188406264,-1.3801065232140564,-1.9703513220795164,9,1,3,133,28,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-2.45126460237036
61201,-0.7510408039825096,-1.1892954624262182,-1.9703513220795164,10,1,3,94,14,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-1.210740812942533
61205,1.5957747371667284,0.9096262062399996,0.096009495637855,14,2,4,981,3,0,0,3,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-6.959605067220274
61220,-1.3722004567439727,-0.9984844016383804,-1.2815643828403924,8,0,4,457,26,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-5.859268930800813
61221,-1.051387441885856,-0.8076733408505423,-1.2815643828403924,9,0,4,253,40,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,-3.5940214971688857
61223,-1.7134798485568596,-1.7617286447897322,-1.9703513220795164,7,1,2,58,31,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.414362151690313
61228,-0.5500530259755254,-0.6168622800627043,-0.5927774436012687,9,1,3,338,40,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.791057035664818
61231,-1.051387441885856,-0.8076733408505423,-1.2815643828403924,9,0,5,347,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.664376106174259
61232,-0.1491132562211723,-0.4260512192748663,-1.2815643828403924,11,1,4,417,19,0,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-2.955187719109855
61243,-0.870866040833642,-0.8076733408505423,-0.5927774436012687,8,1,3,164,40,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-5.70144544103021
61250,-0.5295866490207551,-0.0444290976991903,0.096009495637855,9,0,4,438,40,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,-7.717254476217994
61251,0.011446248844472,-0.2352401584870283,0.096009495637855,10,1,3,157,33,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,-6.495092494892324
